Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),Carbon Emissions(g/km)
5.7,8,A6,X,17,12,14.8,19,346
5.7,8,A8,X,15.7,11,13.6,21,319
3,6,A8,D,11.8,8.6,10.4,27,278
3.6,6,A8,X,14.5,10.2,12.6,22,294
3.6,6,A8,E,20.7,14.7,18,16,300
5.7,8,A6,X,17.5,12.7,15.4,18,361
5.7,8,A8,X,16.1,11.5,14,20,328
3,6,A8,D,12.3,8.8,10.8,26,289
2.4,4,A9,X,11.2,8.3,9.9,29,232
6.6,12,AS8,Z,20,12.6,16.7,17,390
6.6,12,AS8,Z,20,12.6,16.7,17,390
6.6,12,AS8,Z,20,12.6,16.7,17,390
6.7,12,AS8,Z,20.7,12.7,17.1,17,400
6.7,12,AS8,Z,20.7,12.7,17.1,17,400
6.7,12,AS8,Z,20.7,12.7,17.1,17,400
6.7,12,AS8,Z,20.6,12.8,17.1,17,401
6.6,12,AS8,Z,19,12.5,16.1,18,375
0.9,3,AM6,Z,7,6.3,6.7,42,152
2,4,AS6,Z,9.7,7.2,8.6,33,200
2,4,M6,Z,11.1,8,9.7,29,228
2,4,AV6,X,9.1,7.2,8.2,34,193
2,4,M5,X,10.3,7.8,9.2,31,216
2,4,AV8,Z,10.2,8.6,9.5,30,223
2.5,4,AV6,X,9.2,7.4,8.4,34,196
2.5,4,M6,X,10.9,8.3,9.7,29,228
2,4,AV7,X,8.3,6.4,7.5,38,174
2,4,M5,X,10,7.5,8.9,32,208
2,4,AV7,X,8.4,6.5,7.5,38,176
2,4,M5,X,10.1,7.7,9,31,211
2.5,4,AV6,X,9.3,7,8.3,34,194
2.5,4,M6,X,10.7,7.9,9.5,30,222
3.6,6,AV6,X,11.9,8.3,10.3,27,241
2.5,4,AV6,X,9.4,7.3,8.4,34,198
2.5,4,M6,X,11,8.3,9.8,29,229
3.6,6,AV6,X,12,8.7,10.5,27,247
2,4,AV8,Z,12.5,9.6,11.2,25,255
2,4,M6,Z,11.3,8.5,10,28,235
2.5,4,M6,Z,13.8,10.2,12.2,23,285
4,6,AS5,X,14.3,12,13.3,21,310
4,6,AS5,X,14.3,12,13.3,21,310
2,4,AS6,Z,9.9,7.3,8.7,32,204
2,4,M6,Z,11.3,8.3,9.9,29,232
3.5,6,AS6,X,11.4,7.7,9.7,29,226
2.5,4,AS6,X,9.8,7.1,8.6,33,199
3.5,6,AS6,X,11,7.8,9.6,29,224
2.5,4,AV,X,5.6,6.2,5.9,48,137
2.5,4,AV,X,5.8,6.3,6,47,141
1.8,4,AV,X,8.3,6.5,7.5,38,174
1.8,4,AV7,X,8.3,6.7,7.5,38,178
1.8,4,M6,X,8.4,6.5,7.5,38,176
1.8,4,AV,X,7.8,5.9,6.9,41,163
1.8,4,AV,X,8,6.3,7.2,39,168
1.8,4,AV7,X,8.3,6.5,7.5,38,176
1.8,4,M6,X,8.8,6.8,7.9,36,185
3.5,6,AS8,X,11.8,8.7,10.3,27,243
3.5,6,AS8,X,12.1,9,10.6,27,251
3.5,6,AS8,X,12,8.9,10.6,27,247
3.5,6,AS8,X,11.7,8.8,10.4,27,242
3.5,6,AV6,X,8.1,8.5,8.3,34,193
1.8,4,AV,X,4.4,4.6,4.5,63,105
1.5,4,AV,X,4.9,5.5,5.1,55,120
1.8,4,AV,X,5.5,6,5.8,49,135
2.5,4,AS6,X,10.3,8,9.2,31,217
2.5,4,AS6,X,10,7.8,9,31,210
2.5,4,AS6,X,10.5,8.3,9.5,30,222
2.5,4,AS6,X,10.7,8.4,9.7,29,226
2.5,4,AV6,X,6.9,7.8,7.3,39,170
5.7,8,AS6,X,18.7,13.8,16.5,17,380
3.5,6,AS8,X,12.5,8.9,10.9,26,255
3.5,6,AS8,X,13.4,9.6,11.7,24,274
2.7,4,AS6,X,12.1,10.1,11.2,25,263
3.5,6,AS6,X,12.6,10,11.4,25,268
2.7,4,AS6,X,12.7,10.6,11.7,24,274
2.7,4,M5,X,12.4,11.4,11.9,24,279
3.5,6,AS6,X,13.2,10.7,12,24,283
3.5,6,M6,X,13.8,11.6,12.8,22,301
3.5,6,M6,X,13.8,11.7,12.9,22,300
4.6,8,AS6,X,15.8,12.3,14.2,20,334
5.7,8,AS6,X,17.2,12.9,15.3,18,358
4.6,8,AS6,X,16.8,12.6,14.9,19,349
5.7,8,AS6,X,18.1,13.9,16.2,17,378
1.5,4,AS6,X,7.3,5.8,6.6,43,155
1.5,4,M6,X,7.8,6,6.8,42,164
1.5,4,A4,X,7.9,6.8,7.4,38,173
1.5,4,M5,X,7.8,6.5,7.2,39,168
1.8,4,AS6,X,9.7,7.2,8.5,33,199
1.8,4,M5,X,9.5,7.1,8.4,34,198
1.8,4,AS6,X,9.6,7.5,8.6,33,201
1.8,4,AS6,X,9.7,7.2,8.5,33,199
3.6,6,AS6,X,13.9,9.3,11.8,24,277
1.8,4,AS6,X,9.4,6.7,8.2,34,192
1.8,4,M5,X,9.3,6.6,8.1,35,190
2,4,AM6,X,9.6,7.2,8.5,33,199
2,4,M6,X,9.7,7,8.5,33,198
2,4,AM6,Z,10.4,7.9,9.3,30,216
2,4,M6,Z,10.9,7.7,9.4,30,220
1.8,4,AM6,X,10.6,8,9.4,30,220
1.8,4,AS6,X,9.3,6.9,8.2,34,192
1.8,4,M5,X,9.6,6.8,8.3,34,194
1.8,4,AM6,X,10.6,8,9.4,30,220
1.4,4,AS6,X,8.5,6.2,7.4,38,175
1.4,4,M5,X,8.3,5.9,7.2,39,168
1.8,4,AM6,X,9.4,6.8,8.2,34,193
2,4,AS6,X,9.8,7.4,8.7,32,205
2,4,M6,X,10.2,7.2,8.9,32,208
1.8,4,AS6,X,10.1,7,8.7,32,204
3.6,6,AM6,X,11.9,8.5,10.4,27,242
2,4,AS6,Z,11.7,9.6,10.7,26,256
2,4,AS6,Z,12,10,11.1,25,263
3.6,6,AS8,X,13.8,10.4,12.2,23,287
2,4,AS8,X,9.6,7,8.4,34,198
2,4,AS8,X,10.7,7.8,9.4,30,219
2,4,AS8,X,9.6,7,8.4,34,198
2,4,AS8,X,10.7,7.8,9.4,30,219
2,4,AS8,Z,10.9,7.7,9.5,30,221
2,4,AS8,Z,11.8,8.5,10.3,27,241
2,4,AS8,X,10.8,7.8,9.4,30,220
2,4,AS8,Z,10.1,7,8.7,32,204
2,4,AS8,Z,10.8,7.6,9.4,30,219
2,4,AS8,X,9.6,7,8.4,34,198
2,4,AS8,X,10.7,7.8,9.4,30,219
2,4,AS8,Z,10.9,7.7,9.5,30,221
2,4,AS8,Z,11.8,8.5,10.3,27,241
2,4,AS8,X,10.8,7.8,9.4,30,220
2,4,AS8,Z,10.1,7,8.7,32,204
2,4,AS8,Z,10.8,7.6,9.4,30,219
2,4,AS8,Z,10.7,7.9,9.4,30,221
2,4,AS8,X,10.4,7.8,9.2,31,216
2,4,AS8,X,11.3,8.4,10,28,233
2,4,AS8,Z,11.7,8.7,10.4,27,244
2,4,AS8,Z,10.6,9.1,10,28,232
2,4,AS8,Z,10.8,9.5,10.2,28,239
2,4,AS8,Z,11.5,9.6,10.6,27,249
2.4,4,AM8,Z,9.4,6.8,8.2,34,192
3.5,6,AS9,Z,12.6,9,11,26,259
3.5,6,AS9,Z,12.2,9,10.7,26,251
3,6,AM7,Z,9.1,9,9,31,210
3.5,6,AM9,Z,11.1,10.8,11,26,261
3.5,6,AS6,Z,12.4,8.7,10.7,26,250
3.5,6,AM7,Z,8.4,8.2,8.4,34,196
2.4,4,AM8,Z,10,7.1,8.7,32,205
2.4,4,AM8,Z,10.2,7.4,8.9,32,209
3.5,6,AS9,Z,11.4,7.7,9.8,29,228
3.5,6,AS9,Z,12,8.2,10.3,27,240
1.8,4,AM6,Z,9.7,6.9,8.4,34,197
1.8,4,AM6,Z,9.7,6.9,8.4,34,197
2,4,A8,Z,10,7.2,8.7,32,205
2,4,A8,Z,10.5,7.7,9.2,31,217
2.9,6,A8,Z,13.8,9.6,11.9,24,280
2,4,A8,Z,10.8,8.3,9.6,29,226
2.9,6,A8,Z,14.1,10.4,12.4,23,292
4,8,A8,Z,13,9.8,11.5,25,271
5.2,12,A8,Z,15.5,11.4,13.7,21,322
6,12,A8,Z,16.7,10.9,14.1,20,332
6,12,A8,Z,17.5,11.4,14.7,19,346
2,4,AM7,X,9.1,6.8,8,35,188
2,4,AM6,X,9.7,7.5,8.7,32,205
2,4,AM6,X,10.8,8,9.5,30,223
2,4,AM7,Z,8.6,6.4,7.6,37,177
2,4,AM7,Z,10,7,8.7,32,203
2,4,M6,Z,9.9,7.1,8.7,32,204
2,4,AM7,Z,10.5,7.9,9.3,30,217
2,4,AM7,Z,10,7,8.7,32,203
2,4,M6,Z,9.9,7.1,8.7,32,204
2,4,AM7,Z,10,7,8.7,32,203
2,4,AM7,Z,10,7,8.7,32,203
2,4,AS8,Z,10.6,7.5,9.2,31,216
3,6,AS8,Z,11.5,8.2,10,28,235
3,6,AS8,Z,11.5,8.2,10,28,235
3,6,AS8,Z,12.6,8,10.5,27,247
4,8,AS8,Z,15.1,9.1,12.4,23,290
4,8,AS8,Z,15.1,9.1,12.4,23,290
2,4,AS6,Z,11.6,8.3,10.1,28,236
2,4,AS6,Z,11.9,8.4,10.3,27,240
2,4,AS7,Z,10.4,8.6,9.6,29,226
2,4,AS8,Z,12.2,9.5,11,26,258
3,6,AS8,Z,12.6,9.4,11.1,25,260
5.2,10,AM7,Z,16,9.5,13.1,22,304
5.2,10,AM7,Z,17.1,11.3,14.5,19,338
5.2,10,AM7,Z,17.1,11.3,14.5,19,338
2.5,5,AM7,Z,12.4,8.3,10.5,27,248
2.9,6,AM8,Z,12.9,8.9,11.1,25,260
4,8,AS8,Z,17,9.6,13.7,21,318
2,4,AM7,Z,10.6,8.3,9.6,29,223
3,6,AM8,Z,11.5,8,9.9,29,232
3,6,AM8,Z,11.5,8,9.9,29,232
3,6,AM8,Z,11.9,8.1,10.2,28,239
3,6,AM8,Z,11.5,8,9.9,29,232
4,8,AM7,Z,15,10,12.8,22,298
4,8,AM7,Z,15,10,12.8,22,298
4,8,AS8,Z,16.2,9.9,13.4,21,313
3,6,AM8,Z,12.7,10,11.5,25,270
2,4,AM6,X,10.1,7.8,9.1,31,209
2,4,AM6,X,10.1,7.8,9.1,31,209
2.5,5,AM7,Z,12.3,8.2,10.5,27,245
2,4,AM6,Z,10.3,8.6,9.5,30,222
6,12,AS8,Z,18.8,12.2,15.9,18,370
6,12,AS8,Z,20.4,12,16.6,17,389
6,12,AS8,Z,20.4,12,16.6,17,389
4,8,AS8,Z,18.8,10.7,15.1,19,353
6,12,AS8,Z,20.4,12,16.6,17,389
6.8,8,AS8,Z,20.9,13,17.3,16,405
2,4,AS8,Z,9.8,6.8,8.4,34,197
2,4,M6,Z,11.1,7.3,9.4,30,219
2,4,AS8,Z,10.2,7.2,8.9,32,208
2,4,AS8,Z,9.9,7.1,8.6,33,202
2,4,AS8,D,7.8,5.9,7,40,184
2,4,AS8,D,7.8,5.9,7,40,184
2,4,AS8,Z,10.2,7.2,8.9,32,208
2,4,AS8,Z,10.2,7.2,8.9,32,208
2,4,AS8,Z,10.2,7.2,8.9,32,208
3,6,AS8,Z,9.2,6.2,7.8,36,183
3,6,M6,Z,12.1,8.1,10.3,27,240
3,6,AS8,Z,11.1,7.5,9.5,30,223
3,6,M6,Z,12.2,8.4,10.5,27,245
3,6,AS8,Z,11.8,7.9,10,28,235
2,4,AS8,Z,10.7,7.3,9.1,31,214
2,4,AS8,Z,10.2,7.2,8.9,32,208
2,4,AS8,Z,10.2,7.2,8.9,32,208
3,6,AS8,Z,9.2,6.2,7.8,36,183
3,6,M6,Z,12.1,8.1,10.3,27,240
3,6,AS8,Z,11.8,7.9,10,28,235
3,6,AS8,Z,11.1,7.5,9.5,30,223
3,6,M6,Z,12.2,8.4,10.5,27,245
3,6,AS8,Z,11.1,7.5,9.5,30,223
2,4,AS8,Z,10.2,7.2,8.9,32,208
3,6,AS8,Z,11.6,8.1,10,28,236
3,6,AS8,Z,12.3,8.4,10.5,27,248
3,6,AS8,Z,12.3,8.4,10.5,27,248
3,6,AS8,Z,11.9,8.4,10.3,27,241
4.4,8,AS8,Z,14.7,9.6,12.4,23,292
4.4,8,AS8,Z,14,10,12.2,23,286
4.4,8,AS8,Z,14.7,9.6,12.4,23,292
4.4,8,AS8,Z,14.7,9.6,12.4,23,292
4.4,8,AS8,Z,14.3,9.4,12.1,23,283
4.4,8,AS8,Z,14.7,9.6,12.4,23,292
3,6,AM7,Z,11.8,8.9,10.5,27,245
3,6,M6,Z,13.1,9.2,11.4,25,267
3,6,AS8,Z,10.9,7.7,9.5,30,222
3,6,M6,Z,12.7,8.7,10.9,26,255
3,6,AS8,Z,10.9,7.7,9.5,30,222
3,6,M6,Z,12.5,8.4,10.7,26,249
3,6,AS8,Z,11.2,7.8,9.7,29,227
3,6,AS8,Z,11.2,7.8,9.7,29,227
3,6,AM7,Z,13.5,9.9,11.9,24,280
3,6,M6,Z,13.5,9.3,11.6,24,273
3,6,AM7,Z,14.5,10.5,12.7,22,299
3,6,M6,Z,13.8,9.4,11.9,24,280
3,6,AM7,Z,13.5,9.9,11.9,24,280
3,6,M6,Z,13.5,9.3,11.6,24,273
4.4,8,AS8,Z,14.3,9.4,12.1,23,283
4.4,8,AM7,Z,17.3,11.6,14.7,19,344
4.4,8,M6,Z,16.2,10.9,13.8,20,324
4.4,8,AM7,Z,17.3,11.6,14.7,19,344
4.4,8,M6,Z,16.2,10.9,13.8,20,324
4.4,8,AM7,Z,17.3,11.6,14.7,19,344
4.4,8,M6,Z,16.2,10.9,13.8,20,324
6.6,12,AS8,Z,17.7,11.9,15.1,19,355
2,4,AS8,Z,10.7,7.5,9.3,30,217
2,4,AS8,Z,11,7.7,9.5,30,222
2,4,AS8,Z,10.8,8,9.5,30,223
3,6,AS8,Z,11.7,8.6,10.3,27,241
2,4,AS8,Z,11.8,8.6,10.3,27,240
3,6,AS8,Z,12.9,9.5,11.4,25,266
3,6,AS8,D,10.3,8,9.3,30,246
3,6,AS8,Z,13,9.8,11.5,25,270
4.4,8,AS8,Z,15.4,11.2,13.5,21,317
4.4,8,AS8,Z,16.6,12.1,14.6,19,341
3,6,AS8,Z,13,9.8,11.5,25,270
4.4,8,AS8,Z,15.4,11.2,13.5,21,317
4.4,8,AS8,Z,16.6,12.1,14.6,19,341
8,16,AM7,Z,26.8,16.6,22.2,13,522
3.6,6,AS9,X,12.9,9,11.2,25,263
3.6,6,AS9,X,13.8,9.4,11.8,24,277
1.4,4,AS6,X,9.3,7.2,8.3,34,194
1.4,4,AS6,X,8.6,7.1,7.9,36,185
1.4,4,AS6,X,9.9,7.8,8.9,32,210
1.4,4,AS6,X,9,7.6,8.3,34,196
2,4,A6,Z,11.8,9.1,10.6,27,248
2.5,4,A6,X,11.1,8.6,10,28,234
3.6,6,AS9,X,11.3,7.9,9.7,29,228
2.5,4,A6,X,9.3,6.7,8.1,35,190
3.6,6,AS9,X,11.8,8,10.1,28,237
2,4,AS9,Z,10.7,7.4,9.2,31,217
2,4,AS8,Z,11,8,9.6,29,227
3.6,6,AS9,X,12.4,8.7,10.7,26,250
2,4,AS8,Z,10.5,7.7,9.2,31,216
2,4,M6,Z,12,8.2,10.3,27,240
3.6,6,AS8,X,11.6,8,10,28,234
2,4,AS8,Z,10.8,7.9,9.5,30,222
3.6,6,AS8,X,12.1,8.6,10.5,27,247
3.6,6,AS8,Z,13.9,9.4,11.9,24,291
3.6,6,M6,Z,14.4,10.4,12.6,22,295
2,4,AS8,Z,11,7.8,9.5,30,224
3,6,AS8,Z,13,9.1,11.2,25,263
3.6,6,AS8,X,13,8.9,11.1,25,261
2,4,AS8,Z,11,7.8,9.5,30,224
3.6,6,AS8,X,11.6,8,10,28,234
2,4,AS8,Z,11.2,8.2,9.8,29,229
3.6,6,AS8,X,12.1,8.6,10.5,27,247
3.6,6,AS8,Z,15,9.9,12.7,22,311
6.2,8,AS8,Z,16.5,11.1,14,20,329
6.2,8,A10,Z,16.6,10.9,14,20,329
3.6,6,AS8,X,12.1,8.9,10.6,27,250
3.6,6,AS8,X,12.8,9.3,11.2,25,263
3.6,6,AS6,X,13.2,8.5,11.1,25,260
3.6,6,AS6,X,13.7,9,11.6,24,272
3.6,6,AS6,Z,15,10.2,12.8,22,302
2,4,AS8,Z,10.8,7.6,9.4,30,220
2,4,M6,Z,11.9,7.9,10.1,28,235
3.6,6,AS8,X,12.3,8.2,10.4,27,246
3.6,6,M6,X,14.4,8.4,11.7,24,274
6.2,8,AS8,Z,14.2,8.7,11.7,24,273
6.2,8,M6,Z,14.3,9.4,12.1,23,284
6.2,8,AS10,Z,18.8,11.3,15.4,18,361
6.2,8,M6,Z,17.1,12,14.8,19,348
2,4,AV,X,9.8,8.8,9.3,30,218
2.5,4,A6,X,12.1,9.2,10.8,26,253
2.5,4,M6,X,11.9,9.2,10.7,26,251
2.8,4,A6,D,10.8,8,9.6,29,257
3.6,6,A8,X,13.4,9.6,11.7,24,274
2.5,4,A6,X,12.6,9.8,11.3,25,266
2.8,4,A6,D,12.1,8.3,10.4,27,279
3.6,6,A8,X,14.1,10,12.2,23,288
2.8,4,A6,D,12.5,10.7,11.7,24,315
3.6,6,A8,X,15,13,14.1,20,331
6.2,8,AS8,Z,15.5,9.2,12.7,22,297
6.2,8,M7,Z,14.2,9,11.9,24,278
6.2,8,AS8,Z,17.6,10.3,14.3,20,336
6.2,8,M7,Z,15.6,10.6,13.4,21,312
1.4,4,AS6,X,8,5.9,7.1,40,166
1.4,4,M6,X,8.6,5.8,7.4,38,172
1.4,4,AS6,X,8.1,6,7.2,39,169
1.6,4,A9,D,7.7,5,6.5,43,175
1.6,4,M6,D,7.8,4.6,6.3,45,170
1.4,4,AS6,X,8.1,6.2,7.3,39,172
1.4,4,M6,X,8.6,6.2,7.5,38,175
1.4,4,AS6,X,8.4,6.4,7.5,38,176
1.6,4,A9,D,7.8,5.2,6.6,43,178
1.6,4,M6,D,8.1,4.9,6.7,42,180
1.5,4,A6,X,9.2,7.3,8.3,34,195
1.6,4,A6,D,8.5,6,7.4,38,198
1.5,4,A6,X,9.8,7.9,8.9,32,209
1.6,4,A6,D,8.5,6.1,7.4,38,198
2,4,A9,Z,10.9,8.3,9.7,29,228
2.5,4,AS6,X,10.9,7.9,9.5,30,224
3.6,6,AS6,X,12.7,8.5,10.8,26,254
3.6,6,AS6,E,17.2,11.6,14.6,19,245
1.5,4,A6,X,8.8,6.5,7.8,36,181
2,4,A9,Z,10.5,7.4,9.1,31,213
1.8,4,AV,X,4.8,5.5,5.1,55,121
4.3,6,A6,X,13.4,10,11.8,24,278
4.3,6,A6,E,19.3,14.4,17.1,17,284
5.3,8,A6,X,14.6,10.3,12.7,22,298
5.3,8,A6,X,14.6,10.3,12.7,22,298
5.3,8,A6,E,19.7,13.9,17.1,17,283
5.3,8,A8,X,14.9,10.9,13.1,22,307
6.2,8,A8,Z,15.9,11.2,13.8,20,324
5.3,8,A8,X,13.4,10,11.8,24,278
4.3,6,A6,X,14.1,10.6,12.5,23,294
4.3,6,A6,E,20.2,15.2,18,16,296
5.3,8,A6,X,15,10.7,13.1,22,307
5.3,8,A6,X,15,10.7,13.1,22,307
5.3,8,A6,E,21,15,18.3,15,309
5.3,8,A8,X,15.6,11.6,13.8,20,324
6.2,8,A8,Z,16,11.7,14.1,20,331
5.3,8,A8,X,14.4,11.2,13,22,304
1.4,4,AS6,X,8.8,6.6,7.8,36,184
1.4,4,M6,X,8.4,6.3,7.4,38,174
1.8,4,AS6,X,9.3,7,8.3,34,193
1.8,4,M5,X,9.2,6.8,8.1,35,190
1.4,4,AS6,X,8.8,6.6,7.8,36,184
1.4,4,M6,X,8.4,6.3,7.4,38,174
1.8,4,AS6,X,9.3,7,8.3,34,193
1.8,4,M5,X,9.2,6.8,8.1,35,190
1.4,4,AV,X,7.8,6.2,7.1,40,167
1.4,4,M5,X,8,6,7.1,40,166
5.3,8,A6,X,15.1,10.4,13,22,305
5.3,8,A6,X,15.1,10.4,13,22,305
5.3,8,A6,E,19.8,13.9,17.2,16,285
5.3,8,A6,X,15.3,10.9,13.3,21,313
5.3,8,A6,X,15.3,10.9,13.3,21,312
5.3,8,A6,E,22.3,15.7,19.3,15,321
5.3,8,A6,X,15.1,10.4,13,22,305
5.3,8,A6,X,15.1,10.4,13,22,305
5.3,8,A6,E,19.8,13.9,17.2,16,285
5.3,8,A6,X,15.2,10.8,13.2,21,310
5.3,8,A6,X,15.2,10.8,13.2,21,310
5.3,8,A6,E,20.8,14.5,18,16,299
6.2,8,A10,Z,16.4,10.7,13.8,20,325
2,4,A9,Z,11.7,9,10.5,27,246
3.6,6,AS9,X,12.9,8.7,11,26,258
3.6,6,AS9,X,13.7,9.4,11.8,24,276
1.4,4,AS6,X,9.3,7.2,8.3,34,194
1.4,4,M6,X,9.2,7.1,8.2,34,194
1.4,4,AS6,X,9.9,7.8,8.9,32,210
3.6,6,A8,X,12.4,7.8,10.3,27,242
3.6,6,A8,X,12.4,7.8,10.3,27,242
3.6,6,A8,E,17.1,10.6,14.2,20,234
5.7,8,A8,X,14.7,9.4,12.3,23,289
3.6,6,A8,X,12.8,8.7,11,26,258
3.6,6,A8,X,12.8,8.7,11,26,258
3.6,6,A8,E,17.6,12,15,19,248
3.6,6,A9,X,12.9,8.4,10.9,26,259
3.6,6,A9,X,12.4,8.4,10.6,27,249
3.6,6,A8,X,12.4,7.8,10.3,27,242
5.7,8,M6,Z,15.6,10.1,13.1,22,307
6.4,8,M6,Z,16.7,10.4,13.9,20,325
5.7,8,A8,X,14.7,9.4,12.3,23,289
6.4,8,A8,Z,15.6,9.6,12.9,22,302
3.6,6,A8,X,12.8,8.7,11,26,258
3.6,6,A8,X,12.8,8.7,11,26,258
3.6,6,A8,E,17.6,12,15,19,248
6.4,8,M6,Z,16.7,10.4,13.9,20,325
6.4,8,A8,Z,15.6,9.6,12.9,22,302
6.2,8,A8,Z,17.6,10.7,14.5,19,339
6.2,8,A8,Z,17.6,10.7,14.5,19,339
6.2,8,M6,Z,18.1,11.4,15.1,19,352
3.6,6,A5,X,13.7,9,11.6,24,271
3.6,6,A5,X,13.7,9,11.6,24,271
3.6,6,A5,E,18.9,12.7,16.1,18,268
3.6,6,A8,X,12.4,7.8,10.3,27,242
3.6,6,A8,X,12.4,7.8,10.3,27,242
3.6,6,A8,E,17.1,10.6,14.2,20,234
5.7,8,A5,X,15.6,9.7,12.9,22,302
5.7,8,A8,X,14.7,9.4,12.3,23,289
6.4,8,A8,Z,15.6,9.6,12.9,22,302
3.6,6,A8,X,12.8,8.7,11,26,258
3.6,6,A8,X,12.8,8.7,11,26,258
3.6,6,A8,E,17.6,12,15,19,248
5.7,8,A5,X,16,10.1,13.3,21,312
6.4,8,A8,Z,15.6,9.6,12.9,22,302
6.2,8,A8,Z,17.6,10.7,14.5,19,339
3.6,6,A8,X,12.7,9.6,11.3,25,265
5.7,8,A8,X,16.7,10.9,14.1,20,331
6.4,8,A8,Z,18.3,12.2,15.6,18,363
3.6,6,A6,X,13.7,9.4,11.8,24,276
3.6,6,A6,E,19.4,13.3,16.7,17,274
2.4,4,A4,X,12.7,9.2,11.1,25,261
3.6,6,A6,X,14.2,9.5,12.1,23,284
3.6,6,A6,E,19.1,13.2,16.4,17,274
3.6,6,A6,X,14.5,10,12.4,23,292
1.4,4,A6,X,9.3,6.5,8,35,187
1.4,4,M6,X,9,6.7,7.9,36,185
1.4,4,A6,X,9.7,7.4,8.7,32,202
1.4,4,M5,X,8.4,7,7.8,36,182
1.4,4,A6,X,9.7,7.4,8.7,32,202
1.4,4,M5,X,8.4,7,7.8,36,182
1.4,4,A6,X,10.7,7.9,9.4,30,221
1.4,4,M6,X,9.5,7.1,8.4,34,197
2.4,4,A9,X,10.7,7.8,9.4,30,220
2.4,4,A9,X,11,8,9.7,29,226
2,4,AV,X,5.7,6.2,5.9,48,138
1,3,AS6,X,8.6,8.1,8.4,34,195
2,4,AS6,X,10.2,8,9.3,30,217
2,4,AS6,X,11.5,8,9.9,29,233
2,4,AS6,X,11.3,8,9.9,29,231
3.5,6,AS6,X,13.5,9.1,11.5,25,270
2,4,AS6,X,11.9,8.7,10.5,27,246
2.7,6,AS6,X,13.8,9.8,12,24,282
3.5,6,AS6,X,14.2,10.2,12.4,23,291
1.5,4,AS6,X,10.2,7.8,9.1,31,214
2.5,4,AS6,X,11.1,8.1,9.7,29,229
2.5,4,AS6,E,15.2,10.9,13.3,21,219
1.5,4,AS6,X,10.7,8.3,9.6,29,226
2,4,AS6,X,11.5,8.8,10.3,27,241
3.5,6,AS10,X,13.8,10.7,12.4,23,291
3.5,6,AS10,X,14.9,11.2,13.2,21,311
2.3,4,AS6,X,12.6,8.6,10.8,26,254
3.5,6,AS6,X,13.9,9.8,12.1,23,283
3.5,6,AS6,E,18.7,13,16.2,17,269
2.3,4,AS6,X,13.1,9.2,11.4,25,267
3.5,6,AS6,X,14.8,10.7,13,22,305
3.5,6,AS6,X,14.5,10.6,12.7,22,299
3.5,6,AS6,E,19.7,14.3,17.3,16,288
2.7,6,AS10,X,11.9,9,10.6,27,249
2.7,6,AS10,X,12,9.4,10.8,26,253
2.7,6,AS10,X,12.3,9.4,11,26,258
3,6,AS10,D,10.8,8,9.5,30,256
3,6,AS10,D,10.8,8.4,9.7,29,260
3.3,6,AS6,X,12.3,9.4,11,26,259
3.3,6,AS6,X,12.3,9.3,10.9,26,257
3.3,6,AS6,E,16.8,12.7,14.9,19,248
3.3,6,AS6,X,12.4,9.8,11.2,25,263
3.3,6,AS6,X,12.4,9.8,11.2,25,263
3.3,6,AS6,E,16.8,12.7,14.9,19,248
3.5,6,AS10,X,13.6,10.1,12,24,282
3.5,6,AS10,X,13.6,10.7,12.3,23,288
3.5,6,AS10,X,13.7,11.2,12.5,23,293
5,8,AS10,X,14.1,10.4,12.4,23,292
5,8,AS10,X,13.9,10.2,12.2,23,286
5,8,AS10,E,20.2,14,17.4,16,288
5,8,AS10,X,14.7,11.2,13.1,22,308
5,8,AS10,X,14.7,11.2,13.1,22,307
5,8,AS10,E,20.2,14,17.4,16,288
5,8,AS10,X,14.7,11.8,13.8,20,324
5,8,AS10,X,14.7,11.8,13.8,20,323
5,8,AS10,E,20.3,14,17.4,16,288
2.7,6,AS10,X,12.6,9.8,11.3,25,265
2.7,6,AS10,X,13.1,10.2,11.8,24,277
2.7,6,AS10,X,13.1,9.8,11.6,24,272
3,6,AS10,D,11.8,9.3,10.7,26,288
3,6,AS10,D,11.8,9.3,10.7,26,288
3,6,AS10,D,11.2,8.4,9.9,29,266
3.3,6,AS6,X,13,10.3,11.8,24,277
3.3,6,AS6,X,12.9,10.2,11.7,24,273
3.3,6,AS6,E,17.6,13.7,15.8,18,263
3.3,6,AS6,X,13.8,10.7,12.4,23,291
3.3,6,AS6,X,13.8,10.7,12.4,23,291
3.3,6,AS6,E,17.5,13.7,15.8,18,262
3.5,6,AS10,X,14.3,10.5,12.6,22,295
3.5,6,AS10,X,14.4,10.6,12.7,22,297
3.5,6,AS10,X,14.5,11.2,13,22,305
5,8,AS10,X,14.6,10.9,13,22,304
5,8,AS10,X,15.1,11,13.3,21,311
5,8,AS10,E,20,15.6,18,16,300
5,8,AS10,X,14.7,11.8,13.8,20,324
5,8,AS10,X,15.1,11.8,13.8,20,324
5,8,AS10,E,20,15.6,18,16,300
5,8,AS10,X,15.7,12.4,14.2,20,334
5,8,AS10,X,16.1,12.4,14.5,19,339
5,8,AS10,E,21.4,17.2,19.5,14,325
